itis_tsn,scientific_name,huc8,AGAP,GBIF,IchthyMaps,NatureServe
159705,Lampetra aepyptera,2040207,,,,1.0
159705,Lampetra aepyptera,2040303,,,1.0,1.0
159705,Lampetra aepyptera,2040304,1.0,,,1.0
159705,Lampetra aepyptera,2050306,,,1.0,1.0
159705,Lampetra aepyptera,2060002,1.0,,1.0,1.0
159705,Lampetra aepyptera,2060003,,1.0,1.0,1.0
159705,Lampetra aepyptera,2060005,1.0,,1.0,1.0
159705,Lampetra aepyptera,2060006,1.0,,1.0,1.0
159705,Lampetra aepyptera,2070008,1.0,,,
159705,Lampetra aepyptera,2070010,1.0,,1.0,1.0
159705,Lampetra aepyptera,2070011,1.0,1.0,1.0,1.0
159705,Lampetra aepyptera,2080102,1.0,,1.0,1.0
159705,Lampetra aepyptera,2080103,1.0,,1.0,
159705,Lampetra aepyptera,2080104,1.0,,1.0,1.0
159705,Lampetra aepyptera,2080105,1.0,,1.0,1.0
159705,Lampetra aepyptera,2080106,1.0,,1.0,1.0
159705,Lampetra aepyptera,2080107,1.0,,1.0,
159705,Lampetra aepyptera,2080109,1.0,,1.0,1.0
159705,Lampetra aepyptera,2080110,1.0,,,1.0
159705,Lampetra aepyptera,2080111,1.0,,1.0,1.0
159705,Lampetra aepyptera,2080203,1.0,,,
159705,Lampetra aepyptera,2080204,,,,1.0
159705,Lampetra aepyptera,2080206,1.0,1.0,1.0,1.0
159705,Lampetra aepyptera,2080207,,,1.0,
159705,Lampetra aepyptera,3010201,1.0,,,
159705,Lampetra aepyptera,3010204,1.0,,,
159705,Lampetra aepyptera,3020102,,,,1.0
159705,Lampetra aepyptera,3020103,,,1.0,1.0
159705,Lampetra aepyptera,3020201,,1.0,1.0,1.0
159705,Lampetra aepyptera,3020204,,1.0,1.0,1.0
159705,Lampetra aepyptera,3120003,,,1.0,
159705,Lampetra aepyptera,3130003,,1.0,,
159705,Lampetra aepyptera,3140102,1.0,,,
159705,Lampetra aepyptera,3140302,1.0,,1.0,1.0
159705,Lampetra aepyptera,3150101,,1.0,1.0,1.0
159705,Lampetra aepyptera,3150102,,,1.0,1.0
159705,Lampetra aepyptera,3150103,,1.0,1.0,1.0
159705,Lampetra aepyptera,3150104,,,1.0,1.0
159705,Lampetra aepyptera,3150105,,,1.0,1.0
159705,Lampetra aepyptera,3150106,,,1.0,1.0
159705,Lampetra aepyptera,3150107,,,1.0,1.0
159705,Lampetra aepyptera,3150109,,,1.0,1.0
159705,Lampetra aepyptera,3150110,,,1.0,1.0
159705,Lampetra aepyptera,3150201,,,1.0,1.0
159705,Lampetra aepyptera,3150202,1.0,,1.0,1.0
159705,Lampetra aepyptera,3150203,1.0,,1.0,1.0
159705,Lampetra aepyptera,3150204,,,1.0,1.0
159705,Lampetra aepyptera,3160101,,,1.0,1.0
159705,Lampetra aepyptera,3160103,,,1.0,1.0
159705,Lampetra aepyptera,3160105,,,1.0,1.0
159705,Lampetra aepyptera,3160106,,,1.0,1.0
159705,Lampetra aepyptera,3160107,,,1.0,1.0
159705,Lampetra aepyptera,3160108,,,1.0,1.0
159705,Lampetra aepyptera,3160109,,,,1.0
159705,Lampetra aepyptera,3160110,,1.0,1.0,
159705,Lampetra aepyptera,3160111,,,1.0,1.0
159705,Lampetra aepyptera,3160112,,,1.0,1.0
159705,Lampetra aepyptera,3160113,,1.0,1.0,1.0
159705,Lampetra aepyptera,3160201,,,1.0,1.0
159705,Lampetra aepyptera,3160202,,,1.0,1.0
159705,Lampetra aepyptera,3160203,,,1.0,1.0
159705,Lampetra aepyptera,3160204,,,1.0,1.0
159705,Lampetra aepyptera,3160205,,,,1.0
159705,Lampetra aepyptera,3170002,,,1.0,
159705,Lampetra aepyptera,3170004,,,1.0,
159705,Lampetra aepyptera,3170005,,,1.0,
159705,Lampetra aepyptera,3170006,,,,1.0
159705,Lampetra aepyptera,3170007,,,,1.0
159705,Lampetra aepyptera,3180001,1.0,,,
159705,Lampetra aepyptera,3180002,,,,1.0
159705,Lampetra aepyptera,3180003,,,,1.0
159705,Lampetra aepyptera,3180004,,,,1.0
159705,Lampetra aepyptera,5010001,,1.0,,
159705,Lampetra aepyptera,5010006,,,1.0,1.0
159705,Lampetra aepyptera,5010007,1.0,,1.0,1.0
159705,Lampetra aepyptera,5010008,,1.0,1.0,1.0
159705,Lampetra aepyptera,5010009,,1.0,1.0,1.0
159705,Lampetra aepyptera,5020002,,,1.0,1.0
159705,Lampetra aepyptera,5020003,1.0,,1.0,1.0
159705,Lampetra aepyptera,5020004,,,1.0,
159705,Lampetra aepyptera,5020005,,,1.0,1.0
159705,Lampetra aepyptera,5020006,,,1.0,
159705,Lampetra aepyptera,5030101,1.0,,1.0,1.0
159705,Lampetra aepyptera,5030201,1.0,,1.0,1.0
159705,Lampetra aepyptera,5030202,1.0,,1.0,1.0
159705,Lampetra aepyptera,5030203,1.0,,1.0,1.0
159705,Lampetra aepyptera,5030204,1.0,,1.0,1.0
159705,Lampetra aepyptera,5040001,1.0,,1.0,1.0
159705,Lampetra aepyptera,5040002,1.0,,1.0,1.0
159705,Lampetra aepyptera,5040003,1.0,,1.0,1.0
159705,Lampetra aepyptera,5040004,1.0,,1.0,1.0
159705,Lampetra aepyptera,5040005,1.0,,1.0,1.0
159705,Lampetra aepyptera,5040006,1.0,,1.0,1.0
159705,Lampetra aepyptera,5050005,1.0,,1.0,
159705,Lampetra aepyptera,5050007,1.0,,1.0,1.0
159705,Lampetra aepyptera,5050008,1.0,,1.0,1.0
159705,Lampetra aepyptera,5050009,1.0,,1.0,
159705,Lampetra aepyptera,5060001,1.0,,1.0,1.0
159705,Lampetra aepyptera,5060002,1.0,,1.0,1.0
159705,Lampetra aepyptera,5060003,1.0,,1.0,1.0
159705,Lampetra aepyptera,5070102,1.0,,1.0,1.0
159705,Lampetra aepyptera,5070201,1.0,,1.0,1.0
159705,Lampetra aepyptera,5070203,1.0,,1.0,1.0
159705,Lampetra aepyptera,5070204,1.0,,1.0,1.0
159705,Lampetra aepyptera,5090101,1.0,,1.0,1.0
159705,Lampetra aepyptera,5090102,1.0,1.0,1.0,1.0
159705,Lampetra aepyptera,5090103,1.0,,1.0,1.0
159705,Lampetra aepyptera,5090104,1.0,,1.0,1.0
159705,Lampetra aepyptera,5090201,1.0,,1.0,1.0
159705,Lampetra aepyptera,5090202,,,1.0,1.0
159705,Lampetra aepyptera,5100101,1.0,,1.0,1.0
159705,Lampetra aepyptera,5100102,,,1.0,
159705,Lampetra aepyptera,5100201,1.0,,,
159705,Lampetra aepyptera,5100202,,,1.0,
159705,Lampetra aepyptera,5100203,1.0,,,1.0
159705,Lampetra aepyptera,5100204,1.0,,1.0,1.0
159705,Lampetra aepyptera,5110001,1.0,,1.0,1.0
159705,Lampetra aepyptera,5110002,,,1.0,1.0
159705,Lampetra aepyptera,5110003,,,,1.0
159705,Lampetra aepyptera,5110004,1.0,,1.0,1.0
159705,Lampetra aepyptera,5110006,,,,1.0
159705,Lampetra aepyptera,5120111,,,1.0,1.0
159705,Lampetra aepyptera,5120202,,,1.0,1.0
159705,Lampetra aepyptera,5120204,1.0,,,
159705,Lampetra aepyptera,5120208,1.0,,1.0,1.0
159705,Lampetra aepyptera,5130101,1.0,,1.0,1.0
159705,Lampetra aepyptera,5130102,1.0,,1.0,1.0
159705,Lampetra aepyptera,5130103,,,1.0,1.0
159705,Lampetra aepyptera,5130104,1.0,,,
159705,Lampetra aepyptera,5130105,,,1.0,
159705,Lampetra aepyptera,5130106,,,1.0,1.0
159705,Lampetra aepyptera,5130107,,,1.0,1.0
159705,Lampetra aepyptera,5130108,,,1.0,1.0
159705,Lampetra aepyptera,5130204,,,1.0,
159705,Lampetra aepyptera,5130205,1.0,,1.0,1.0
159705,Lampetra aepyptera,5130206,1.0,,1.0,1.0
159705,Lampetra aepyptera,5140101,,,,1.0
159705,Lampetra aepyptera,5140102,,,1.0,1.0
159705,Lampetra aepyptera,5140104,,,1.0,1.0
159705,Lampetra aepyptera,5140203,1.0,,1.0,1.0
159705,Lampetra aepyptera,5140204,,,1.0,1.0
159705,Lampetra aepyptera,6010204,,,1.0,1.0
159705,Lampetra aepyptera,6020001,,,1.0,
159705,Lampetra aepyptera,6020002,,,1.0,
159705,Lampetra aepyptera,6020003,,,1.0,
159705,Lampetra aepyptera,6030002,1.0,,1.0,1.0
159705,Lampetra aepyptera,6030003,1.0,1.0,1.0,1.0
159705,Lampetra aepyptera,6030005,,1.0,1.0,1.0
159705,Lampetra aepyptera,6030006,,,1.0,1.0
159705,Lampetra aepyptera,6040001,1.0,,1.0,1.0
159705,Lampetra aepyptera,6040003,,,1.0,1.0
159705,Lampetra aepyptera,6040004,1.0,,1.0,1.0
159705,Lampetra aepyptera,6040005,1.0,1.0,1.0,1.0
159705,Lampetra aepyptera,6040006,1.0,,1.0,1.0
159705,Lampetra aepyptera,7140102,,,,1.0
159705,Lampetra aepyptera,7140103,,,1.0,1.0
159705,Lampetra aepyptera,7140105,,,,1.0
159705,Lampetra aepyptera,8010202,1.0,,1.0,1.0
159705,Lampetra aepyptera,8010203,1.0,,1.0,1.0
159705,Lampetra aepyptera,8010204,1.0,,1.0,1.0
159705,Lampetra aepyptera,8010205,1.0,,1.0,1.0
159705,Lampetra aepyptera,8010207,1.0,,1.0,1.0
159705,Lampetra aepyptera,8010208,,,1.0,1.0
159705,Lampetra aepyptera,8020202,,,1.0,1.0
159705,Lampetra aepyptera,8030201,,,,1.0
159705,Lampetra aepyptera,8030203,,,,1.0
159705,Lampetra aepyptera,8060201,,,,1.0
159705,Lampetra aepyptera,8060205,,,,1.0
159705,Lampetra aepyptera,8060206,,,,1.0
159705,Lampetra aepyptera,8090203,,,,1.0
159705,Lampetra aepyptera,11010003,1.0,,,1.0
159705,Lampetra aepyptera,11010004,1.0,,1.0,1.0
159705,Lampetra aepyptera,11010005,,,,1.0
159705,Lampetra aepyptera,11010006,1.0,,1.0,1.0
159705,Lampetra aepyptera,11010008,,,1.0,1.0
159705,Lampetra aepyptera,11010010,,,1.0,1.0
159705,Lampetra aepyptera,11010011,,,1.0,1.0
159705,Lampetra aepyptera,11010012,,,,1.0
159725,Ichthyomyzon castaneus,3130001,,1.0,,
159725,Ichthyomyzon castaneus,3150101,,,1.0,1.0
159725,Ichthyomyzon castaneus,3150102,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,3150103,,,1.0,1.0
159725,Ichthyomyzon castaneus,3150104,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,3150105,,,1.0,1.0
159725,Ichthyomyzon castaneus,3150106,,,1.0,1.0
159725,Ichthyomyzon castaneus,3150107,,,1.0,1.0
159725,Ichthyomyzon castaneus,3150109,,,,1.0
159725,Ichthyomyzon castaneus,3150110,,,1.0,1.0
159725,Ichthyomyzon castaneus,3150201,,,,1.0
159725,Ichthyomyzon castaneus,3150202,,,1.0,1.0
159725,Ichthyomyzon castaneus,3150203,,,1.0,1.0
159725,Ichthyomyzon castaneus,3160101,,,1.0,1.0
159725,Ichthyomyzon castaneus,3160102,,,1.0,
159725,Ichthyomyzon castaneus,3160103,,,1.0,1.0
159725,Ichthyomyzon castaneus,3160107,,,1.0,
159725,Ichthyomyzon castaneus,3160109,,,1.0,1.0
159725,Ichthyomyzon castaneus,3160110,,,1.0,1.0
159725,Ichthyomyzon castaneus,3160111,,,,1.0
159725,Ichthyomyzon castaneus,3160112,,,1.0,1.0
159725,Ichthyomyzon castaneus,3160201,,,1.0,1.0
159725,Ichthyomyzon castaneus,3180002,,,1.0,1.0
159725,Ichthyomyzon castaneus,4010302,,,1.0,1.0
159725,Ichthyomyzon castaneus,4020300,,,,1.0
159725,Ichthyomyzon castaneus,4030201,,,1.0,1.0
159725,Ichthyomyzon castaneus,4030202,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,4030203,,,1.0,
159725,Ichthyomyzon castaneus,4040001,,,1.0,1.0
159725,Ichthyomyzon castaneus,4050001,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,4050002,,,1.0,1.0
159725,Ichthyomyzon castaneus,4050003,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,4050004,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,4050005,1.0,,1.0,
159725,Ichthyomyzon castaneus,4050006,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,4050007,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,4060101,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,4060102,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,4060103,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,4060104,,,1.0,1.0
159725,Ichthyomyzon castaneus,4060200,,,,1.0
159725,Ichthyomyzon castaneus,4070007,1.0,,,
159725,Ichthyomyzon castaneus,4080203,1.0,,,
159725,Ichthyomyzon castaneus,4090003,1.0,,,
159725,Ichthyomyzon castaneus,4090005,,,1.0,1.0
159725,Ichthyomyzon castaneus,4100003,1.0,,,
159725,Ichthyomyzon castaneus,4120104,,,1.0,
159725,Ichthyomyzon castaneus,5110002,1.0,,,
159725,Ichthyomyzon castaneus,5110003,,,1.0,1.0
159725,Ichthyomyzon castaneus,5110004,,,1.0,1.0
159725,Ichthyomyzon castaneus,5120111,,,1.0,1.0
159725,Ichthyomyzon castaneus,5120113,,,1.0,1.0
159725,Ichthyomyzon castaneus,5120202,,,1.0,1.0
159725,Ichthyomyzon castaneus,5120203,1.0,,,
159725,Ichthyomyzon castaneus,5120204,1.0,,,
159725,Ichthyomyzon castaneus,5120205,1.0,,,
159725,Ichthyomyzon castaneus,5120206,1.0,,,
159725,Ichthyomyzon castaneus,5120207,1.0,,,
159725,Ichthyomyzon castaneus,5120208,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,5130106,,,1.0,1.0
159725,Ichthyomyzon castaneus,5130108,,,1.0,
159725,Ichthyomyzon castaneus,5130202,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,5130204,1.0,,,
159725,Ichthyomyzon castaneus,5130205,,,1.0,1.0
159725,Ichthyomyzon castaneus,5130206,,,1.0,1.0
159725,Ichthyomyzon castaneus,5140103,1.0,,,
159725,Ichthyomyzon castaneus,5140203,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,5140206,,,1.0,1.0
159725,Ichthyomyzon castaneus,6010105,,,,1.0
159725,Ichthyomyzon castaneus,6010107,,,1.0,1.0
159725,Ichthyomyzon castaneus,6010108,,,1.0,1.0
159725,Ichthyomyzon castaneus,6010201,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,6010204,,,1.0,1.0
159725,Ichthyomyzon castaneus,6010206,1.0,,,
159725,Ichthyomyzon castaneus,6010207,,,1.0,1.0
159725,Ichthyomyzon castaneus,6020001,,,1.0,1.0
159725,Ichthyomyzon castaneus,6020002,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,6020003,1.0,,,
159725,Ichthyomyzon castaneus,6020004,,,1.0,1.0
159725,Ichthyomyzon castaneus,6030001,,,1.0,1.0
159725,Ichthyomyzon castaneus,6030002,,,1.0,1.0
159725,Ichthyomyzon castaneus,6030003,1.0,,,
159725,Ichthyomyzon castaneus,6030004,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,6030005,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,6030006,,,1.0,1.0
159725,Ichthyomyzon castaneus,6040001,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,6040002,,,1.0,1.0
159725,Ichthyomyzon castaneus,6040003,,,1.0,1.0
159725,Ichthyomyzon castaneus,6040004,,,1.0,1.0
159725,Ichthyomyzon castaneus,6040005,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,6040006,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,7030001,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,7030002,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,7030003,1.0,,,
159725,Ichthyomyzon castaneus,7030004,1.0,,,
159725,Ichthyomyzon castaneus,7030005,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,7040001,,,1.0,1.0
159725,Ichthyomyzon castaneus,7040003,,,1.0,1.0
159725,Ichthyomyzon castaneus,7040005,,,,1.0
159725,Ichthyomyzon castaneus,7040006,,,1.0,1.0
159725,Ichthyomyzon castaneus,7040007,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,7040008,1.0,,,
159725,Ichthyomyzon castaneus,7050005,,,1.0,1.0
159725,Ichthyomyzon castaneus,7050007,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,7060001,,,1.0,1.0
159725,Ichthyomyzon castaneus,7060003,,,1.0,1.0
159725,Ichthyomyzon castaneus,7060005,,,1.0,
159725,Ichthyomyzon castaneus,7070001,,,1.0,1.0
159725,Ichthyomyzon castaneus,7070002,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,7070003,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,7070005,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,7070006,1.0,,,1.0
159725,Ichthyomyzon castaneus,7080101,,,1.0,1.0
159725,Ichthyomyzon castaneus,7080103,,,1.0,
159725,Ichthyomyzon castaneus,7100006,,,,1.0
159725,Ichthyomyzon castaneus,7100008,,,1.0,
159725,Ichthyomyzon castaneus,7110001,,,1.0,1.0
159725,Ichthyomyzon castaneus,7110004,,,1.0,1.0
159725,Ichthyomyzon castaneus,7110009,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,7130001,,,1.0,1.0
159725,Ichthyomyzon castaneus,7130003,,,1.0,1.0
159725,Ichthyomyzon castaneus,7130004,1.0,,,1.0
159725,Ichthyomyzon castaneus,7130005,,,1.0,
159725,Ichthyomyzon castaneus,7130009,1.0,,,
159725,Ichthyomyzon castaneus,7130011,,,1.0,1.0
159725,Ichthyomyzon castaneus,7140101,,,1.0,1.0
159725,Ichthyomyzon castaneus,7140102,,,1.0,
159725,Ichthyomyzon castaneus,7140104,,,1.0,
159725,Ichthyomyzon castaneus,7140105,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,7140106,,,1.0,1.0
159725,Ichthyomyzon castaneus,7140107,,,1.0,1.0
159725,Ichthyomyzon castaneus,7140202,,,1.0,1.0
159725,Ichthyomyzon castaneus,7140204,,,1.0,1.0
159725,Ichthyomyzon castaneus,8010100,,,1.0,1.0
159725,Ichthyomyzon castaneus,8010201,,,,1.0
159725,Ichthyomyzon castaneus,8010202,,,,1.0
159725,Ichthyomyzon castaneus,8010207,1.0,,,
159725,Ichthyomyzon castaneus,8010208,1.0,,,
159725,Ichthyomyzon castaneus,8010210,1.0,,,
159725,Ichthyomyzon castaneus,8020202,,,1.0,1.0
159725,Ichthyomyzon castaneus,8020301,1.0,,,1.0
159725,Ichthyomyzon castaneus,8020401,,,,1.0
159725,Ichthyomyzon castaneus,8030201,,,,1.0
159725,Ichthyomyzon castaneus,8030202,1.0,,,
159725,Ichthyomyzon castaneus,8030203,,,1.0,
159725,Ichthyomyzon castaneus,8030204,,,,1.0
159725,Ichthyomyzon castaneus,8030205,,,1.0,1.0
159725,Ichthyomyzon castaneus,8030206,1.0,,,
159725,Ichthyomyzon castaneus,8030207,,,1.0,
159725,Ichthyomyzon castaneus,8040101,1.0,,,1.0
159725,Ichthyomyzon castaneus,8040102,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,8040103,,,,1.0
159725,Ichthyomyzon castaneus,8040202,,,1.0,1.0
159725,Ichthyomyzon castaneus,8040203,,,,1.0
159725,Ichthyomyzon castaneus,8040206,,,1.0,1.0
159725,Ichthyomyzon castaneus,8040207,,,1.0,1.0
159725,Ichthyomyzon castaneus,8040302,,,1.0,
159725,Ichthyomyzon castaneus,8040303,,,1.0,
159725,Ichthyomyzon castaneus,8040304,,,,1.0
159725,Ichthyomyzon castaneus,8060100,,,1.0,1.0
159725,Ichthyomyzon castaneus,8060201,,,,1.0
159725,Ichthyomyzon castaneus,8060203,,,,1.0
159725,Ichthyomyzon castaneus,8060204,,,,1.0
159725,Ichthyomyzon castaneus,8060206,,,1.0,
159725,Ichthyomyzon castaneus,8070100,1.0,,,
159725,Ichthyomyzon castaneus,8070202,,,,1.0
159725,Ichthyomyzon castaneus,8070205,,,1.0,1.0
159725,Ichthyomyzon castaneus,8080102,1.0,,,
159725,Ichthyomyzon castaneus,8080203,1.0,,,1.0
159725,Ichthyomyzon castaneus,8090201,,,1.0,1.0
159725,Ichthyomyzon castaneus,9020106,1.0,,,
159725,Ichthyomyzon castaneus,9020107,,,,1.0
159725,Ichthyomyzon castaneus,9020108,1.0,,1.0,
159725,Ichthyomyzon castaneus,9020109,1.0,,,
159725,Ichthyomyzon castaneus,9020303,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,9020305,1.0,,1.0,
159725,Ichthyomyzon castaneus,9020306,,,,1.0
159725,Ichthyomyzon castaneus,9020307,,,1.0,
159725,Ichthyomyzon castaneus,9020312,1.0,,,
159725,Ichthyomyzon castaneus,9020314,1.0,,,
159725,Ichthyomyzon castaneus,10240001,,,,1.0
159725,Ichthyomyzon castaneus,10240005,,,,1.0
159725,Ichthyomyzon castaneus,10240011,,,1.0,1.0
159725,Ichthyomyzon castaneus,10240013,,,1.0,
159725,Ichthyomyzon castaneus,10250017,,,,1.0
159725,Ichthyomyzon castaneus,10270101,,,1.0,
159725,Ichthyomyzon castaneus,10270102,,,1.0,1.0
159725,Ichthyomyzon castaneus,10270104,,,1.0,1.0
159725,Ichthyomyzon castaneus,10280201,1.0,,,
159725,Ichthyomyzon castaneus,10290101,,,1.0,1.0
159725,Ichthyomyzon castaneus,10290105,,,1.0,1.0
159725,Ichthyomyzon castaneus,10290106,,,1.0,1.0
159725,Ichthyomyzon castaneus,10290107,,,1.0,1.0
159725,Ichthyomyzon castaneus,10290109,,,1.0,1.0
159725,Ichthyomyzon castaneus,10290110,,,1.0,1.0
159725,Ichthyomyzon castaneus,10290111,,,1.0,1.0
159725,Ichthyomyzon castaneus,10290201,,,,1.0
159725,Ichthyomyzon castaneus,10290202,,,1.0,
159725,Ichthyomyzon castaneus,10290203,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,10300101,,,1.0,1.0
159725,Ichthyomyzon castaneus,10300102,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,10300200,,,1.0,1.0
159725,Ichthyomyzon castaneus,11010001,,,1.0,1.0
159725,Ichthyomyzon castaneus,11010002,,,1.0,
159725,Ichthyomyzon castaneus,11010003,,,1.0,1.0
159725,Ichthyomyzon castaneus,11010004,,,1.0,1.0
159725,Ichthyomyzon castaneus,11010005,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,11010006,,,1.0,1.0
159725,Ichthyomyzon castaneus,11010007,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,11010008,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,11010010,,,,1.0
159725,Ichthyomyzon castaneus,11010011,,,,1.0
159725,Ichthyomyzon castaneus,11010014,,,,1.0
159725,Ichthyomyzon castaneus,11070202,,,,1.0
159725,Ichthyomyzon castaneus,11070203,,,1.0,
159725,Ichthyomyzon castaneus,11070206,,,1.0,
159725,Ichthyomyzon castaneus,11070207,,,1.0,1.0
159725,Ichthyomyzon castaneus,11070209,1.0,1.0,1.0,1.0
159725,Ichthyomyzon castaneus,11110101,,,1.0,1.0
159725,Ichthyomyzon castaneus,11110102,,,,1.0
159725,Ichthyomyzon castaneus,11110103,1.0,,1.0,1.0
159725,Ichthyomyzon castaneus,11110104,,,1.0,1.0
159725,Ichthyomyzon castaneus,11110105,,1.0,1.0,1.0
159725,Ichthyomyzon castaneus,11110201,,,1.0,1.0
159725,Ichthyomyzon castaneus,11110203,,,,1.0
159725,Ichthyomyzon castaneus,11140105,,1.0,,
159725,Ichthyomyzon castaneus,11140106,,,1.0,
159725,Ichthyomyzon castaneus,11140107,,,1.0,1.0
159725,Ichthyomyzon castaneus,11140108,,,1.0,
159725,Ichthyomyzon castaneus,11140109,1.0,,,1.0
159725,Ichthyomyzon castaneus,11140201,,,,1.0
159725,Ichthyomyzon castaneus,11140203,,,1.0,
159725,Ichthyomyzon castaneus,11140204,,,1.0,
159725,Ichthyomyzon castaneus,11140207,,1.0,1.0,
159725,Ichthyomyzon castaneus,11140302,,1.0,1.0,1.0
159725,Ichthyomyzon castaneus,11140305,,,1.0,
159725,Ichthyomyzon castaneus,11140306,,,1.0,1.0
159725,Ichthyomyzon castaneus,11140307,,1.0,1.0,
159725,Ichthyomyzon castaneus,12010001,,1.0,,
159725,Ichthyomyzon castaneus,12010002,,1.0,1.0,1.0
159725,Ichthyomyzon castaneus,12010004,,1.0,1.0,1.0
159725,Ichthyomyzon castaneus,12010005,1.0,1.0,1.0,1.0
159725,Ichthyomyzon castaneus,12020001,,1.0,1.0,1.0
159725,Ichthyomyzon castaneus,12020003,,1.0,1.0,1.0
159725,Ichthyomyzon castaneus,12020006,,1.0,,
159725,Ichthyomyzon castaneus,12020007,,,1.0,
159725,Ichthyomyzon castaneus,12030202,,,1.0,1.0
162143,Esox niger,1020002,1.0,,,
162143,Esox niger,1020003,1.0,,,
162143,Esox niger,1020005,1.0,,,
162143,Esox niger,1030002,1.0,,,
162143,Esox niger,1030003,1.0,,,1.0
162143,Esox niger,1040001,1.0,,1.0,
162143,Esox niger,1040002,1.0,,1.0,1.0
162143,Esox niger,1050001,1.0,,1.0,
162143,Esox niger,1050002,1.0,,1.0,
162143,Esox niger,1050003,1.0,,,1.0
162143,Esox niger,1050004,,,1.0,
162143,Esox niger,1060001,1.0,,1.0,1.0
162143,Esox niger,1060002,1.0,1.0,1.0,1.0
162143,Esox niger,1060003,1.0,1.0,1.0,1.0
162143,Esox niger,1070001,1.0,,,1.0
162143,Esox niger,1070002,1.0,,,
162143,Esox niger,1070003,1.0,1.0,,1.0
162143,Esox niger,1070004,1.0,1.0,1.0,1.0
162143,Esox niger,1070005,1.0,1.0,1.0,1.0
162143,Esox niger,1070006,1.0,1.0,1.0,1.0
162143,Esox niger,1080101,1.0,,,1.0
162143,Esox niger,1080102,,,,1.0
162143,Esox niger,1080103,1.0,,,
162143,Esox niger,1080104,1.0,,,1.0
162143,Esox niger,1080105,,,,1.0
162143,Esox niger,1080106,1.0,,,1.0
162143,Esox niger,1080107,1.0,,,1.0
162143,Esox niger,1080201,1.0,1.0,1.0,1.0
162143,Esox niger,1080202,1.0,1.0,1.0,1.0
162143,Esox niger,1080203,1.0,1.0,1.0,1.0
162143,Esox niger,1080204,1.0,1.0,1.0,1.0
162143,Esox niger,1080205,1.0,1.0,1.0,1.0
162143,Esox niger,1080206,1.0,,1.0,1.0
162143,Esox niger,1080207,1.0,,1.0,1.0
162143,Esox niger,1090001,1.0,1.0,1.0,1.0
162143,Esox niger,1090002,1.0,1.0,1.0,1.0
162143,Esox niger,1090003,1.0,1.0,1.0,1.0
162143,Esox niger,1090004,1.0,1.0,1.0,1.0
162143,Esox niger,1090005,1.0,,,1.0
162143,Esox niger,1100001,1.0,1.0,1.0,1.0
162143,Esox niger,1100002,1.0,,,1.0
162143,Esox niger,1100003,1.0,,,1.0
162143,Esox niger,1100004,1.0,1.0,,1.0
162143,Esox niger,1100005,1.0,1.0,1.0,1.0
162143,Esox niger,1100006,1.0,,1.0,1.0
162143,Esox niger,2020001,1.0,,1.0,
162143,Esox niger,2020002,1.0,,1.0,
162143,Esox niger,2020003,1.0,,1.0,1.0
162143,Esox niger,2020004,1.0,1.0,1.0,1.0
162143,Esox niger,2020005,,,1.0,1.0
162143,Esox niger,2020006,,1.0,1.0,1.0
162143,Esox niger,2020007,1.0,,1.0,1.0
162143,Esox niger,2020008,,,1.0,1.0
162143,Esox niger,2030101,1.0,,1.0,1.0
