itis_tsn,scientific_name,huc8,AGAP,GBIF,IchthyMaps,NatureServe
163404,Notropis hudsonius,4010202,1.0,,1.0,
163404,Notropis hudsonius,4010301,1.0,,1.0,1.0
163404,Notropis hudsonius,4010302,,,1.0,1.0
163404,Notropis hudsonius,4020101,,,1.0,1.0
163404,Notropis hudsonius,4020102,1.0,,1.0,
163404,Notropis hudsonius,4020103,,,1.0,1.0
163404,Notropis hudsonius,4020104,,,1.0,
163404,Notropis hudsonius,4020105,1.0,,1.0,1.0
163404,Notropis hudsonius,4020201,,,1.0,1.0
163404,Notropis hudsonius,4020202,1.0,,1.0,
163404,Notropis hudsonius,4020300,,,1.0,1.0
163404,Notropis hudsonius,4030101,1.0,,1.0,1.0
163404,Notropis hudsonius,4030102,,,1.0,1.0
163404,Notropis hudsonius,4030103,,,1.0,1.0
163404,Notropis hudsonius,4030104,,,,1.0
163404,Notropis hudsonius,4030105,,,1.0,1.0
163404,Notropis hudsonius,4030109,,,1.0,1.0
163404,Notropis hudsonius,4030111,,,1.0,
163404,Notropis hudsonius,4030112,,,1.0,1.0
163404,Notropis hudsonius,4030201,1.0,,1.0,
163404,Notropis hudsonius,4030202,1.0,,1.0,1.0
163404,Notropis hudsonius,4030203,,,1.0,1.0
163404,Notropis hudsonius,4030204,1.0,,1.0,1.0
163404,Notropis hudsonius,4040001,,,1.0,1.0
163404,Notropis hudsonius,4040002,,,1.0,1.0
163404,Notropis hudsonius,4040003,1.0,,1.0,1.0
163404,Notropis hudsonius,4050001,1.0,,1.0,1.0
163404,Notropis hudsonius,4050002,,,1.0,1.0
163404,Notropis hudsonius,4050003,,,1.0,
163404,Notropis hudsonius,4050004,1.0,,1.0,
163404,Notropis hudsonius,4050006,,,1.0,
163404,Notropis hudsonius,4060101,1.0,,1.0,1.0
163404,Notropis hudsonius,4060102,,,1.0,1.0
163404,Notropis hudsonius,4060103,1.0,,1.0,1.0
163404,Notropis hudsonius,4060104,1.0,,1.0,1.0
163404,Notropis hudsonius,4060105,,,1.0,1.0
163404,Notropis hudsonius,4060106,,,1.0,
163404,Notropis hudsonius,4060107,,,1.0,1.0
163404,Notropis hudsonius,4060200,,,1.0,1.0
163404,Notropis hudsonius,4070001,1.0,,1.0,
163404,Notropis hudsonius,4070002,1.0,,1.0,
163404,Notropis hudsonius,4070003,,,1.0,1.0
163404,Notropis hudsonius,4070004,1.0,1.0,1.0,1.0
163404,Notropis hudsonius,4070005,1.0,,1.0,1.0
163404,Notropis hudsonius,4070006,1.0,1.0,1.0,1.0
163404,Notropis hudsonius,4070007,,,1.0,1.0
163404,Notropis hudsonius,4080101,,,1.0,1.0
163404,Notropis hudsonius,4080103,1.0,,1.0,1.0
163404,Notropis hudsonius,4080104,,,1.0,1.0
163404,Notropis hudsonius,4080201,1.0,,1.0,
163404,Notropis hudsonius,4080202,1.0,,,
163404,Notropis hudsonius,4080206,1.0,,1.0,1.0
163404,Notropis hudsonius,4080300,,,1.0,1.0
163404,Notropis hudsonius,4090001,1.0,,1.0,
163404,Notropis hudsonius,4090002,1.0,,1.0,1.0
163404,Notropis hudsonius,4090003,,,1.0,
163404,Notropis hudsonius,4090004,,,1.0,1.0
163404,Notropis hudsonius,4090005,,,1.0,
163404,Notropis hudsonius,4100001,1.0,,1.0,1.0
163404,Notropis hudsonius,4100002,,,1.0,1.0
163404,Notropis hudsonius,4100006,,,1.0,
163404,Notropis hudsonius,4100009,1.0,,1.0,1.0
163404,Notropis hudsonius,4100010,1.0,,1.0,1.0
163404,Notropis hudsonius,4100011,1.0,,1.0,1.0
163404,Notropis hudsonius,4100012,,,1.0,1.0
163404,Notropis hudsonius,4110001,,,1.0,1.0
163404,Notropis hudsonius,4110002,1.0,,1.0,
163404,Notropis hudsonius,4110003,,,1.0,1.0
163404,Notropis hudsonius,4110004,,,1.0,
163404,Notropis hudsonius,4120101,1.0,,1.0,1.0
163404,Notropis hudsonius,4120102,,1.0,,
163404,Notropis hudsonius,4120103,1.0,,1.0,1.0
163404,Notropis hudsonius,4120104,1.0,1.0,1.0,1.0
163404,Notropis hudsonius,4120200,1.0,1.0,1.0,1.0
163404,Notropis hudsonius,4130001,,1.0,1.0,1.0
163404,Notropis hudsonius,4130003,1.0,1.0,1.0,
163404,Notropis hudsonius,4140101,,,1.0,1.0
163404,Notropis hudsonius,4140102,1.0,,1.0,1.0
163404,Notropis hudsonius,4140201,1.0,1.0,1.0,1.0
163404,Notropis hudsonius,4140202,1.0,1.0,1.0,
163404,Notropis hudsonius,4150101,1.0,,1.0,
163404,Notropis hudsonius,4150102,1.0,,1.0,1.0
163404,Notropis hudsonius,4150200,,,1.0,1.0
163404,Notropis hudsonius,4150302,1.0,,,
163404,Notropis hudsonius,4150303,,1.0,1.0,1.0
163404,Notropis hudsonius,4150306,,,,1.0
163404,Notropis hudsonius,4150307,,,1.0,
163404,Notropis hudsonius,4150308,,,,1.0
163404,Notropis hudsonius,4150309,1.0,1.0,1.0,1.0
163404,Notropis hudsonius,4150310,1.0,,1.0,1.0
163404,Notropis hudsonius,4150401,,,1.0,
163404,Notropis hudsonius,4150402,,,,1.0
163404,Notropis hudsonius,4150403,1.0,,,1.0
163404,Notropis hudsonius,4150404,,,,1.0
163404,Notropis hudsonius,4150405,,,,1.0
163404,Notropis hudsonius,4150407,,,,1.0
163404,Notropis hudsonius,4150408,,1.0,1.0,1.0
163404,Notropis hudsonius,5010001,1.0,,,
163404,Notropis hudsonius,5010002,,1.0,1.0,
163404,Notropis hudsonius,5010003,1.0,,,
163404,Notropis hudsonius,5010004,1.0,,,
163404,Notropis hudsonius,5030101,,,1.0,
163404,Notropis hudsonius,5030103,1.0,,,
163404,Notropis hudsonius,5030104,,,1.0,
163404,Notropis hudsonius,5030106,1.0,,1.0,
163404,Notropis hudsonius,5030201,1.0,,,
163404,Notropis hudsonius,5040001,,,1.0,1.0
163404,Notropis hudsonius,5050001,1.0,1.0,1.0,
163404,Notropis hudsonius,5050002,1.0,1.0,1.0,
163404,Notropis hudsonius,5050004,1.0,,1.0,
163404,Notropis hudsonius,5050006,,1.0,1.0,
163404,Notropis hudsonius,5110001,1.0,,,
163404,Notropis hudsonius,5110002,1.0,,,
163404,Notropis hudsonius,5120106,,,1.0,1.0
163404,Notropis hudsonius,5130102,1.0,,,
163404,Notropis hudsonius,5140206,,,1.0,
163404,Notropis hudsonius,6010105,1.0,,,
163404,Notropis hudsonius,6010203,,1.0,,
163404,Notropis hudsonius,7010101,1.0,,1.0,1.0
163404,Notropis hudsonius,7010102,,,1.0,1.0
163404,Notropis hudsonius,7010103,1.0,,1.0,1.0
163404,Notropis hudsonius,7010104,1.0,,1.0,1.0
163404,Notropis hudsonius,7010105,,,1.0,1.0
163404,Notropis hudsonius,7010106,,,1.0,
163404,Notropis hudsonius,7010107,,,1.0,
163404,Notropis hudsonius,7010108,1.0,,,
163404,Notropis hudsonius,7010201,1.0,,,1.0
163404,Notropis hudsonius,7010202,1.0,,,
163404,Notropis hudsonius,7010203,1.0,1.0,1.0,1.0
163404,Notropis hudsonius,7010204,1.0,,1.0,1.0
163404,Notropis hudsonius,7010205,,,,1.0
163404,Notropis hudsonius,7010206,1.0,,1.0,1.0
163404,Notropis hudsonius,7010207,1.0,,1.0,
163404,Notropis hudsonius,7020001,1.0,,1.0,1.0
163404,Notropis hudsonius,7020002,1.0,,,
163404,Notropis hudsonius,7020003,1.0,,,
163404,Notropis hudsonius,7020004,1.0,,1.0,
163404,Notropis hudsonius,7020005,1.0,,1.0,
163404,Notropis hudsonius,7020007,1.0,,1.0,1.0
163404,Notropis hudsonius,7020009,,,1.0,1.0
163404,Notropis hudsonius,7020010,,,,1.0
163404,Notropis hudsonius,7020011,,,1.0,1.0
163404,Notropis hudsonius,7020012,,,1.0,
163404,Notropis hudsonius,7030001,1.0,,1.0,1.0
163404,Notropis hudsonius,7030002,,,1.0,1.0
163404,Notropis hudsonius,7030003,1.0,,1.0,
163404,Notropis hudsonius,7030004,1.0,,,
163404,Notropis hudsonius,7030005,1.0,,1.0,1.0
163404,Notropis hudsonius,7040001,1.0,1.0,1.0,1.0
163404,Notropis hudsonius,7040002,,,1.0,1.0
163404,Notropis hudsonius,7040003,1.0,,1.0,1.0
163404,Notropis hudsonius,7040004,1.0,,,
163404,Notropis hudsonius,7040005,,,1.0,1.0
163404,Notropis hudsonius,7040006,1.0,,1.0,1.0
163404,Notropis hudsonius,7040007,,,1.0,1.0
163404,Notropis hudsonius,7050001,1.0,,,1.0
163404,Notropis hudsonius,7050002,,,1.0,1.0
163404,Notropis hudsonius,7050005,1.0,,1.0,1.0
163404,Notropis hudsonius,7050007,1.0,,,
163404,Notropis hudsonius,7060001,1.0,,1.0,1.0
163404,Notropis hudsonius,7060003,,,1.0,1.0
163404,Notropis hudsonius,7060004,,,,1.0
163404,Notropis hudsonius,7060005,1.0,,1.0,1.0
163404,Notropis hudsonius,7070003,1.0,,,1.0
163404,Notropis hudsonius,7070005,1.0,,1.0,1.0
163404,Notropis hudsonius,7070006,1.0,,,
163404,Notropis hudsonius,7080101,1.0,,1.0,1.0
163404,Notropis hudsonius,7080103,,,1.0,
163404,Notropis hudsonius,7080104,1.0,,1.0,1.0
163404,Notropis hudsonius,7080203,,,1.0,1.0
163404,Notropis hudsonius,7090001,,,1.0,1.0
163404,Notropis hudsonius,7090002,1.0,,1.0,1.0
163404,Notropis hudsonius,7090003,,,1.0,1.0
163404,Notropis hudsonius,7090004,1.0,,,
163404,Notropis hudsonius,7090005,1.0,,1.0,1.0
163404,Notropis hudsonius,7090006,,,1.0,
163404,Notropis hudsonius,7090007,,,1.0,
163404,Notropis hudsonius,7100001,,,1.0,1.0
163404,Notropis hudsonius,7100003,,,1.0,1.0
163404,Notropis hudsonius,7100006,,,,1.0
163404,Notropis hudsonius,7110001,,,1.0,1.0
163404,Notropis hudsonius,7110004,,,1.0,1.0
163404,Notropis hudsonius,7110009,1.0,,1.0,1.0
163404,Notropis hudsonius,7120001,,,1.0,1.0
163404,Notropis hudsonius,7120003,1.0,,,1.0
163404,Notropis hudsonius,7120004,1.0,,1.0,
163404,Notropis hudsonius,7120005,,,1.0,1.0
163404,Notropis hudsonius,7120006,1.0,,1.0,1.0
163404,Notropis hudsonius,7120007,1.0,,1.0,1.0
163404,Notropis hudsonius,7130001,1.0,,1.0,1.0
163404,Notropis hudsonius,7130003,,,1.0,1.0
163404,Notropis hudsonius,7130004,,,1.0,
163404,Notropis hudsonius,7130005,,,1.0,
163404,Notropis hudsonius,7130009,,,1.0,
163404,Notropis hudsonius,7130011,,,1.0,1.0
163404,Notropis hudsonius,7140101,,,1.0,1.0
163404,Notropis hudsonius,7140105,,,1.0,1.0
163404,Notropis hudsonius,8010100,,,1.0,1.0
163404,Notropis hudsonius,9010003,,,1.0,1.0
163404,Notropis hudsonius,9020101,,,1.0,
163404,Notropis hudsonius,9020103,1.0,,1.0,1.0
163404,Notropis hudsonius,9020104,,,1.0,1.0
163404,Notropis hudsonius,9020106,1.0,,1.0,1.0
163404,Notropis hudsonius,9020108,,,1.0,1.0
163404,Notropis hudsonius,9020201,,,1.0,
163404,Notropis hudsonius,9020204,,,1.0,1.0
163404,Notropis hudsonius,9020301,1.0,,1.0,1.0
163404,Notropis hudsonius,9020302,,,1.0,1.0
163404,Notropis hudsonius,9020303,1.0,,1.0,1.0
163404,Notropis hudsonius,9020304,,,,1.0
163404,Notropis hudsonius,9020305,1.0,,1.0,1.0
163404,Notropis hudsonius,9020314,,,1.0,1.0
163404,Notropis hudsonius,9030001,1.0,,1.0,1.0
163404,Notropis hudsonius,9030002,1.0,,1.0,
163404,Notropis hudsonius,9030003,,,1.0,
163404,Notropis hudsonius,9030005,1.0,,,
163404,Notropis hudsonius,9030006,1.0,,1.0,
163404,Notropis hudsonius,9030008,1.0,,,1.0
163404,Notropis hudsonius,9030009,,,1.0,1.0
163404,Notropis hudsonius,10030102,1.0,,,
163404,Notropis hudsonius,10040101,1.0,,,
163404,Notropis hudsonius,10040104,1.0,,,
163404,Notropis hudsonius,10040202,1.0,,,
163404,Notropis hudsonius,10040204,1.0,,,
163404,Notropis hudsonius,10050008,1.0,,,
163404,Notropis hudsonius,10050014,1.0,,,
163404,Notropis hudsonius,10060003,1.0,,,
163404,Notropis hudsonius,10090101,1.0,1.0,,
163404,Notropis hudsonius,10120106,1.0,,,
163404,Notropis hudsonius,10120202,1.0,,,
163404,Notropis hudsonius,10130101,1.0,,,
163404,Notropis hudsonius,10130102,1.0,,,
163404,Notropis hudsonius,10130201,1.0,,,
163404,Notropis hudsonius,10130202,1.0,,,
163404,Notropis hudsonius,10130203,1.0,,,
163404,Notropis hudsonius,10130301,1.0,,,
163404,Notropis hudsonius,10140101,1.0,,,1.0
163404,Notropis hudsonius,10150001,1.0,,,
163404,Notropis hudsonius,10160011,,,1.0,1.0
163404,Notropis hudsonius,10170101,1.0,,,1.0
163404,Notropis hudsonius,10170201,,,1.0,
163404,Notropis hudsonius,10170202,,,1.0,1.0
163404,Notropis hudsonius,10170203,1.0,,1.0,
163404,Notropis hudsonius,10170204,,,1.0,1.0
163404,Notropis hudsonius,10190002,1.0,,,
163404,Notropis hudsonius,10230001,,,,1.0
163404,Notropis hudsonius,10230002,,,1.0,1.0
163404,Notropis hudsonius,10230003,,,1.0,1.0
163404,Notropis hudsonius,10230004,,,1.0,1.0
163404,Notropis hudsonius,10230007,,,1.0,
163404,Notropis hudsonius,10290109,,,1.0,
163404,Notropis hudsonius,10300200,,,1.0,
163404,Notropis hudsonius,14010005,1.0,,,
163404,Notropis hudsonius,16020102,1.0,,,
163407,Notropis procne,2020003,1.0,,,
163407,Notropis procne,2020004,1.0,,,
163407,Notropis procne,2030105,1.0,,1.0,1.0
163407,Notropis procne,2040101,1.0,1.0,1.0,1.0
163407,Notropis procne,2040102,,1.0,,
163407,Notropis procne,2040104,1.0,1.0,1.0,1.0
163407,Notropis procne,2040105,1.0,,1.0,1.0
163407,Notropis procne,2040106,,,1.0,1.0
163407,Notropis procne,2040201,1.0,,1.0,1.0
163407,Notropis procne,2040202,1.0,1.0,1.0,1.0
163407,Notropis procne,2040203,1.0,,1.0,1.0
163407,Notropis procne,2040205,1.0,,,1.0
163407,Notropis procne,2040207,,,,1.0
163407,Notropis procne,2040303,,,,1.0
163407,Notropis procne,2050101,,,1.0,1.0
163407,Notropis procne,2050102,,1.0,1.0,1.0
163407,Notropis procne,2050103,,1.0,1.0,1.0
163407,Notropis procne,2050104,,,1.0,1.0
163407,Notropis procne,2050105,,,1.0,1.0
163407,Notropis procne,2050106,,,,1.0
163407,Notropis procne,2050107,,,,1.0
163407,Notropis procne,2050201,,,,1.0
163407,Notropis procne,2050204,,,,1.0
163407,Notropis procne,2050205,,,,1.0
163407,Notropis procne,2050206,,1.0,1.0,1.0
163407,Notropis procne,2050301,1.0,1.0,1.0,1.0
163407,Notropis procne,2050302,,,,1.0
163407,Notropis procne,2050303,,,,1.0
163407,Notropis procne,2050304,1.0,1.0,1.0,1.0
163407,Notropis procne,2050305,,1.0,1.0,1.0
163407,Notropis procne,2050306,1.0,1.0,1.0,1.0
163407,Notropis procne,2060002,1.0,,1.0,1.0
163407,Notropis procne,2060003,1.0,1.0,1.0,1.0
163407,Notropis procne,2060004,1.0,,,
163407,Notropis procne,2060005,1.0,1.0,1.0,1.0
163407,Notropis procne,2060006,1.0,1.0,1.0,1.0
163407,Notropis procne,2070003,1.0,,1.0,1.0
163407,Notropis procne,2070004,1.0,1.0,1.0,1.0
163407,Notropis procne,2070005,,,1.0,1.0
163407,Notropis procne,2070006,,,1.0,1.0
163407,Notropis procne,2070007,,,1.0,1.0
163407,Notropis procne,2070008,1.0,1.0,1.0,1.0
163407,Notropis procne,2070009,1.0,,1.0,1.0
163407,Notropis procne,2070010,1.0,1.0,1.0,1.0
163407,Notropis procne,2070011,1.0,,1.0,1.0
163407,Notropis procne,2080102,,1.0,1.0,1.0
163407,Notropis procne,2080103,1.0,1.0,1.0,1.0
163407,Notropis procne,2080104,1.0,,1.0,1.0
163407,Notropis procne,2080105,1.0,1.0,1.0,1.0
163407,Notropis procne,2080106,1.0,,1.0,1.0
163407,Notropis procne,2080109,1.0,,,1.0
163407,Notropis procne,2080110,,,,1.0
163407,Notropis procne,2080111,,,,1.0
163407,Notropis procne,2080201,1.0,1.0,1.0,1.0
163407,Notropis procne,2080202,1.0,1.0,1.0,1.0
163407,Notropis procne,2080203,1.0,1.0,1.0,1.0
163407,Notropis procne,2080204,1.0,1.0,1.0,1.0
163407,Notropis procne,2080205,1.0,1.0,1.0,1.0
163407,Notropis procne,2080206,1.0,,1.0,1.0
163407,Notropis procne,2080207,1.0,1.0,1.0,1.0
163407,Notropis procne,2080208,,,1.0,1.0
163407,Notropis procne,3010101,1.0,1.0,1.0,1.0
163407,Notropis procne,3010102,1.0,1.0,1.0,1.0
163407,Notropis procne,3010103,1.0,1.0,1.0,1.0
163407,Notropis procne,3010104,1.0,1.0,1.0,1.0
163407,Notropis procne,3010105,1.0,,1.0,1.0
163407,Notropis procne,3010106,1.0,,1.0,1.0
163407,Notropis procne,3010107,1.0,,1.0,1.0
163407,Notropis procne,3010201,1.0,1.0,1.0,1.0
163407,Notropis procne,3010202,,,1.0,1.0
163407,Notropis procne,3010203,,,1.0,1.0
163407,Notropis procne,3010204,1.0,1.0,1.0,1.0
163407,Notropis procne,3010205,,,1.0,1.0
163407,Notropis procne,3020101,1.0,1.0,1.0,1.0
163407,Notropis procne,3020102,1.0,1.0,1.0,1.0
163407,Notropis procne,3020103,1.0,1.0,1.0,1.0
163407,Notropis procne,3020104,,,1.0,
163407,Notropis procne,3020201,1.0,1.0,1.0,1.0
163407,Notropis procne,3020202,1.0,1.0,1.0,1.0
163407,Notropis procne,3020203,1.0,1.0,1.0,1.0
163407,Notropis procne,3020204,1.0,1.0,1.0,1.0
163407,Notropis procne,3030002,1.0,1.0,1.0,1.0
163407,Notropis procne,3030003,1.0,1.0,1.0,1.0
163407,Notropis procne,3030004,,,1.0,1.0
163407,Notropis procne,3040101,,,1.0,
163407,Notropis procne,3040103,1.0,1.0,1.0,1.0
163407,Notropis procne,3040104,1.0,,,
163407,Notropis procne,3040105,,,1.0,
163407,Notropis procne,3040201,,,1.0,
163407,Notropis procne,3040202,,1.0,1.0,1.0
163407,Notropis procne,3040208,,1.0,,
163407,Notropis procne,3050101,1.0,1.0,1.0,1.0
163407,Notropis procne,3050102,,,1.0,1.0
163407,Notropis procne,3050103,1.0,1.0,1.0,1.0
163407,Notropis procne,3050104,1.0,,1.0,1.0
163407,Notropis procne,3050105,,1.0,1.0,1.0
163407,Notropis procne,3050106,1.0,1.0,1.0,1.0
163407,Notropis procne,3050107,,,1.0,1.0
163407,Notropis procne,3050108,,,1.0,
163407,Notropis procne,3050109,,,1.0,
163407,Notropis procne,3050110,,,,1.0
163407,Notropis procne,4140101,,,1.0,
163407,Notropis procne,4140201,,,1.0,1.0
163407,Notropis procne,4140203,1.0,,,
163407,Notropis procne,4150302,1.0,,,
163407,Notropis procne,4150303,1.0,,,
163407,Notropis procne,5010002,1.0,,,
163407,Notropis procne,5050001,1.0,,1.0,
163407,Notropis procne,5050002,1.0,,1.0,
163409,Notropis rubellus,1080105,1.0,,,
163409,Notropis rubellus,1080106,1.0,,,
163409,Notropis rubellus,1080107,1.0,,,
163409,Notropis rubellus,1080201,1.0,,,
163409,Notropis rubellus,2020002,,,1.0,1.0
163409,Notropis rubellus,2020003,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2020004,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2020005,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2020007,,,1.0,1.0
163409,Notropis rubellus,2040106,,,,1.0
163409,Notropis rubellus,2050101,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2050102,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2050103,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2050104,,1.0,1.0,1.0
163409,Notropis rubellus,2050105,,1.0,1.0,1.0
163409,Notropis rubellus,2050106,,1.0,,1.0
163409,Notropis rubellus,2050107,,,,1.0
163409,Notropis rubellus,2050201,,,,1.0
163409,Notropis rubellus,2050202,,1.0,1.0,1.0
163409,Notropis rubellus,2050203,1.0,1.0,,1.0
163409,Notropis rubellus,2050204,,,,1.0
163409,Notropis rubellus,2050205,1.0,1.0,,1.0
163409,Notropis rubellus,2050206,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2050301,1.0,1.0,,1.0
163409,Notropis rubellus,2050302,,,,1.0
163409,Notropis rubellus,2050303,,,,1.0
163409,Notropis rubellus,2050304,1.0,1.0,,1.0
163409,Notropis rubellus,2050305,1.0,1.0,,1.0
163409,Notropis rubellus,2050306,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2060002,1.0,,,
163409,Notropis rubellus,2060003,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2060006,1.0,,1.0,1.0
163409,Notropis rubellus,2070001,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2070002,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2070003,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2070004,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2070005,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2070006,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2070007,,,1.0,1.0
163409,Notropis rubellus,2070008,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2070009,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2070010,,,1.0,1.0
163409,Notropis rubellus,2080102,1.0,,,
163409,Notropis rubellus,2080103,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2080104,1.0,,1.0,1.0
163409,Notropis rubellus,2080106,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2080201,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2080202,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2080203,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2080204,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2080205,1.0,1.0,1.0,1.0
163409,Notropis rubellus,2080206,,,1.0,1.0
163409,Notropis rubellus,2080207,1.0,1.0,1.0,1.0
163409,Notropis rubellus,3010101,1.0,,1.0,
163409,Notropis rubellus,3010104,1.0,,,
163409,Notropis rubellus,3010201,1.0,,,
163409,Notropis rubellus,3010204,1.0,,,
163409,Notropis rubellus,3040101,1.0,,1.0,
163409,Notropis rubellus,3160110,,1.0,,
163409,Notropis rubellus,4020300,,,,1.0
163409,Notropis rubellus,4030101,1.0,,1.0,1.0
163409,Notropis rubellus,4030102,1.0,,1.0,1.0
163409,Notropis rubellus,4030103,1.0,,1.0,1.0
163409,Notropis rubellus,4030104,1.0,,1.0,1.0
163409,Notropis rubellus,4030105,1.0,,1.0,1.0
163409,Notropis rubellus,4030108,1.0,,1.0,1.0
163409,Notropis rubellus,4030109,1.0,,1.0,1.0
163409,Notropis rubellus,4030111,,,1.0,
163409,Notropis rubellus,4030201,1.0,,1.0,1.0
163409,Notropis rubellus,4030202,1.0,,1.0,1.0
163409,Notropis rubellus,4030203,,,1.0,
163409,Notropis rubellus,4030204,,,1.0,1.0
163409,Notropis rubellus,4040001,,,1.0,1.0
163409,Notropis rubellus,4040002,,,1.0,
163409,Notropis rubellus,4040003,1.0,,1.0,1.0
163409,Notropis rubellus,4050001,1.0,,1.0,1.0
163409,Notropis rubellus,4050003,1.0,,1.0,1.0
163409,Notropis rubellus,4050004,1.0,,1.0,1.0
163409,Notropis rubellus,4050005,,,1.0,1.0
163409,Notropis rubellus,4050006,1.0,,1.0,1.0
163409,Notropis rubellus,4050007,1.0,,1.0,1.0
163409,Notropis rubellus,4060101,,,1.0,1.0
163409,Notropis rubellus,4060102,1.0,,1.0,1.0
163409,Notropis rubellus,4060103,,,1.0,1.0
163409,Notropis rubellus,4060105,,,1.0,1.0
163409,Notropis rubellus,4060106,1.0,,,
163409,Notropis rubellus,4060200,,,1.0,1.0
163409,Notropis rubellus,4070001,,,1.0,1.0
163409,Notropis rubellus,4070003,,,1.0,1.0
163409,Notropis rubellus,4070004,,,1.0,
163409,Notropis rubellus,4070006,1.0,,1.0,1.0
163409,Notropis rubellus,4070007,,,1.0,1.0
163409,Notropis rubellus,4080101,,,1.0,1.0
163409,Notropis rubellus,4080102,,,1.0,1.0
163409,Notropis rubellus,4080103,,,1.0,1.0
163409,Notropis rubellus,4080104,,,1.0,
163409,Notropis rubellus,4080201,1.0,,1.0,1.0
163409,Notropis rubellus,4080202,1.0,,1.0,1.0
163409,Notropis rubellus,4080203,1.0,,1.0,
163409,Notropis rubellus,4080204,1.0,,1.0,1.0
163409,Notropis rubellus,4080205,1.0,,1.0,1.0
163409,Notropis rubellus,4080206,,,1.0,1.0
163409,Notropis rubellus,4080300,,,1.0,1.0
163409,Notropis rubellus,4090001,1.0,,1.0,1.0
163409,Notropis rubellus,4090002,,,1.0,1.0
163409,Notropis rubellus,4090003,1.0,,1.0,
163409,Notropis rubellus,4090004,,,1.0,1.0
163409,Notropis rubellus,4090005,,,1.0,1.0
163409,Notropis rubellus,4100001,1.0,,1.0,1.0
163409,Notropis rubellus,4100002,1.0,,1.0,1.0
163409,Notropis rubellus,4100003,1.0,,1.0,1.0
163409,Notropis rubellus,4100004,,,1.0,
163409,Notropis rubellus,4100005,,,,1.0
163409,Notropis rubellus,4100006,1.0,,1.0,1.0
163409,Notropis rubellus,4100007,,,1.0,1.0
163409,Notropis rubellus,4100008,,,1.0,1.0
163409,Notropis rubellus,4100009,,,1.0,1.0
163409,Notropis rubellus,4100010,,,1.0,1.0
163409,Notropis rubellus,4100011,,,1.0,1.0
163409,Notropis rubellus,4100012,1.0,,1.0,1.0
163409,Notropis rubellus,4110001,1.0,,1.0,1.0
163409,Notropis rubellus,4110002,1.0,,1.0,1.0
163409,Notropis rubellus,4110003,1.0,,1.0,1.0
163409,Notropis rubellus,4110004,1.0,,1.0,1.0
163409,Notropis rubellus,4120101,1.0,,1.0,1.0
163409,Notropis rubellus,4120102,1.0,,1.0,1.0
163409,Notropis rubellus,4120103,1.0,,1.0,1.0
163409,Notropis rubellus,4120104,,1.0,1.0,1.0
163409,Notropis rubellus,4120200,,,1.0,1.0
163409,Notropis rubellus,4130001,1.0,1.0,1.0,1.0
163409,Notropis rubellus,4130002,1.0,1.0,1.0,1.0
163409,Notropis rubellus,4130003,1.0,1.0,1.0,1.0
163409,Notropis rubellus,4140101,,,,1.0
163409,Notropis rubellus,4140102,,,1.0,1.0
163409,Notropis rubellus,4140201,,,1.0,1.0
163409,Notropis rubellus,4140202,1.0,1.0,,
163409,Notropis rubellus,4150302,1.0,,1.0,
163409,Notropis rubellus,4150303,,,1.0,1.0
163409,Notropis rubellus,4150304,1.0,,1.0,1.0
163409,Notropis rubellus,4150305,,,1.0,
163409,Notropis rubellus,4150306,1.0,,1.0,1.0
163409,Notropis rubellus,4150307,1.0,,1.0,
163409,Notropis rubellus,4150308,,,1.0,1.0
163409,Notropis rubellus,4150309,,,1.0,
163409,Notropis rubellus,4150310,1.0,,1.0,
163409,Notropis rubellus,4150401,1.0,,1.0,
163409,Notropis rubellus,4150402,,,,1.0
163409,Notropis rubellus,4150403,1.0,,,1.0
163409,Notropis rubellus,4150404,,,,1.0
163409,Notropis rubellus,4150405,1.0,1.0,,1.0
163409,Notropis rubellus,4150407,1.0,,,1.0
163409,Notropis rubellus,4150408,1.0,1.0,1.0,1.0
163409,Notropis rubellus,5010001,1.0,1.0,1.0,1.0
163409,Notropis rubellus,5010002,1.0,,1.0,1.0
163409,Notropis rubellus,5010003,1.0,1.0,,1.0
163409,Notropis rubellus,5010004,1.0,1.0,1.0,1.0
