year,gdd_wtr_5c,wbic,cpe,tri_harvest,stocking_weight,state,species,rec_harvest,n_cpue,n_har,stock_id
1999,2748.438565,82010300,90.9,0,0,MN,BG,39.68524117,10,3,82010300MNBG
2000,2799.763964,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2001,2782.545404,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2002,2763.728128,82010300,30,0,0,MN,BG,-999,10,3,82010300MNBG
2003,2846.454621,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2004,2680.268683,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2005,2969.130442,82010300,58.88888889,0,0,MN,BG,-999,10,3,82010300MNBG
2006,2815.56505,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2007,2973.697691,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2008,2610.895545,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2009,2520.932498,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2010,2937.071933,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2011,2748.260616,82010300,149.6666667,0,0,MN,BG,-999,10,3,82010300MNBG
2012,2948.933256,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2013,2710.543346,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2014,2656.344656,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2015,2919.17616,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2016,3072.902348,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2017,2879.748079,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2018,2914.978901,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
2019,2717.198179,82010300,-999,0,0,MN,BG,-999,10,3,82010300MNBG
1980,2773.853408,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1981,2792.253672,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1982,2726.647282,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1983,2879.288589,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1984,2697.105517,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1985,2700.278344,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1986,2795.992435,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1987,2985.599699,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1988,2802.220739,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1989,2650.969228,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1990,2809.972319,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1991,2845.176674,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1992,2481.474639,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1993,2463.953995,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1994,2802.231336,82011500,-999,0,0,MN,BG,128.7266607,4,2,82011500MNBG
1995,2779.219884,82011500,24.33333333,0,0,MN,BG,-999,4,2,82011500MNBG
1996,2520.332748,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1997,2631.609388,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1998,3123.30347,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1999,2774.954069,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2000,2841.53909,82011500,48.88888889,0,0,MN,BG,-999,4,2,82011500MNBG
2001,2794.1931,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2002,2786.217824,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2003,2848.146899,82011500,-999,0,0,MN,BG,159.7432385,4,2,82011500MNBG
2004,2701.888207,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2005,3003.733406,82011500,29.88888889,0,0,MN,BG,-999,4,2,82011500MNBG
2006,2828.847662,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2007,3005.408594,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2008,2672.437166,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2009,2576.183829,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2010,2965.5324,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2011,2771.88081,82011500,13.75,0,0,MN,BG,-999,4,2,82011500MNBG
2012,3000.089281,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2013,2728.333778,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2014,2668.996097,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2015,2935.305584,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2016,3110.210944,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2017,2871.98594,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2018,2915.570832,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
2019,2715.420104,82011500,-999,0,0,MN,BG,-999,4,2,82011500MNBG
1980,2725.157854,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1981,2742.757553,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1982,2697.602957,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1983,2826.387061,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1984,2674.44836,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1985,2642.190459,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1986,2733.456583,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1987,2911.37007,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1988,2767.712322,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1989,2632.782547,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1990,2746.442463,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1991,2804.025846,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1992,2465.475183,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1993,2412.69376,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1994,2746.971094,82015900,10.725,0,0,MN,BG,-999,5,2,82015900MNBG
1995,2722.219972,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1996,2501.279498,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1997,2593.277787,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1998,3088.344496,82015900,57.50584795,0,0,MN,BG,-999,5,2,82015900MNBG
1999,2730.656836,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2000,2764.441326,82015900,-999,0,0,MN,BG,104.9755171,5,2,82015900MNBG
2001,2783.529544,82015900,-999,0,0,MN,BG,0,5,2,82015900MNBG
2002,2751.574408,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2003,2798.502347,82015900,41.07894737,0,0,MN,BG,-999,5,2,82015900MNBG
2004,2637.901828,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2005,2964.40965,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2006,2804.634304,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2007,2930.781962,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2008,2571.063093,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2009,2489.196945,82015900,118.4705882,0,0,MN,BG,-999,5,2,82015900MNBG
2010,2903.059368,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2011,2727.981309,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2012,2908.306937,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2013,2666.451703,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2014,2598.712863,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2015,2881.090983,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2016,3042.2643,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2017,2847.737572,82015900,20.26470588,0,0,MN,BG,-999,5,2,82015900MNBG
2018,2884.725715,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
2019,2682.405418,82015900,-999,0,0,MN,BG,-999,5,2,82015900MNBG
1980,2775.107017,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1981,2782.497687,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1982,2737.22955,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1983,2868.535788,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1984,2700.476777,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1985,2665.335452,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1986,2762.13529,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1987,2966.128034,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1988,2809.067242,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1989,2668.504165,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1990,2791.0794,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1991,2841.406749,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1992,2504.907244,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1993,2446.97121,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1994,2794.222199,82016300,29,0,0,MN,BG,-999,5,2,82016300MNBG
1995,2749.751003,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1996,2530.157725,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1997,2622.040428,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1998,3125.19391,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1999,2778.442802,82016300,26.77777778,0,0,MN,BG,-999,5,2,82016300MNBG
2000,2808.440536,82016300,-999,0,0,MN,BG,0,5,2,82016300MNBG
2001,2825.370959,82016300,-999,0,0,MN,BG,3.914341315,5,2,82016300MNBG
2002,2794.016398,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2003,2842.217137,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2004,2683.216115,82016300,39.625,0,0,MN,BG,-999,5,2,82016300MNBG
2005,3015.727213,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2006,2853.150782,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2007,2975.494785,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2008,2632.432265,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2009,2539.963553,82016300,69.11111111,0,0,MN,BG,-999,5,2,82016300MNBG
2010,2932.184268,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2011,2753.53452,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2012,2940.885852,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2013,2710.459381,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2014,2632.904496,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2015,2937.119532,82016300,89.75,0,0,MN,BG,-999,5,2,82016300MNBG
2016,3089.543701,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2017,2904.362481,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2018,2929.541216,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
2019,2715.886024,82016300,-999,0,0,MN,BG,-999,5,2,82016300MNBG
1980,2264.924749,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1981,2371.100702,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1982,2255.460697,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1983,2439.058107,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1984,2270.764611,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1985,2162.205116,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1986,2329.955188,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1987,2540.237229,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1988,2473.767521,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1989,2247.726269,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1990,2286.928828,11020300,-999,0,0,MN,CC,918.8297896,14,8,11020300MNCC
1991,2459.343626,11020300,-999,0,0,MN,CC,1006.326409,14,8,11020300MNCC
1992,2103.203154,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1993,2017.888535,11020300,-999,0,0,MN,CC,35321.12536,14,8,11020300MNCC
1994,2376.182111,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1995,2355.829998,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1996,2181.218193,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1997,2195.553692,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1998,2647.514386,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
1999,2336.819504,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
2000,2397.714646,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
2001,2500.590748,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
2002,2329.436068,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
2003,2419.651104,11020300,-999,0,0,MN,CC,-999,14,8,11020300MNCC
2004,2180.899335,11020300,-999,0,0,MN,CC,10.9605032,14,8,11020300MNCC
2005,2430.507708,11020300,-999,0,0,MN,CC,17.2006723,14,8,11020300MNCC
2006,2452.703084,11020300,0.638888889,0,0,MN,CC,-999,14,8,11020300MNCC
2007,2517.973459,11020300,4,0,0,MN,CC,-999,14,8,11020300MNCC
2008,2224.710309,11020300,1.611111111,0,0,MN,CC,11.79833284,14,8,11020300MNCC
2009,2106.61019,11020300,11.91666667,0,0,MN,CC,1322.000464,14,8,11020300MNCC
2010,2491.468943,11020300,5.944444444,0,0,MN,CC,7.641130418,14,8,11020300MNCC
2011,2382.241058,11020300,1.861111111,0,0,MN,CC,-999,14,8,11020300MNCC
2012,2431.480957,11020300,3.611111111,0,0,MN,CC,-999,14,8,11020300MNCC
2013,2343.130444,11020300,3.333333333,0,0,MN,CC,-999,14,8,11020300MNCC
2014,2249.194809,11020300,4,0,0,MN,CC,-999,14,8,11020300MNCC
2015,2493.462216,11020300,5.5,0,0,MN,CC,-999,14,8,11020300MNCC
2016,2620.612167,11020300,7.833333333,0,0,MN,CC,-999,14,8,11020300MNCC
2017,2426.751866,11020300,5.5,0,0,MN,CC,-999,14,8,11020300MNCC
2018,2565.724137,11020300,4.085714286,0,0,MN,CC,-999,14,8,11020300MNCC
2019,2292.189741,11020300,2.972222222,0,0,MN,CC,-999,14,8,11020300MNCC
1980,2522.360512,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1981,2622.897674,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1982,2529.20572,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1983,2677.391331,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1984,2494.748953,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1985,2462.407045,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1986,2570.459805,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1987,2838.891171,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1988,2681.674633,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1989,2461.561591,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1990,2623.949147,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1991,2676.661321,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1992,2338.167118,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1993,2234.445146,34007900,10.16666667,0,0,MN,CC,-999,24,2,34007900MNCC
1994,2602.848784,34007900,3.583333333,0,0,MN,CC,-999,24,2,34007900MNCC
1995,2556.273463,34007900,7.666666667,0,0,MN,CC,21.80140248,24,2,34007900MNCC
1996,2359.643934,34007900,0.583333333,0,0,MN,CC,-999,24,2,34007900MNCC
1997,2455.051197,34007900,0.083333333,0,0,MN,CC,-999,24,2,34007900MNCC
1998,2896.535832,34007900,2.25,0,0,MN,CC,-999,24,2,34007900MNCC
1999,2588.629575,34007900,2.5,0,0,MN,CC,-999,24,2,34007900MNCC
2000,2619.101887,34007900,0.416666667,0,0,MN,CC,-999,24,2,34007900MNCC
2001,2584.523383,34007900,0.25,0,0,MN,CC,-999,24,2,34007900MNCC
2002,2527.832207,34007900,0.333333333,0,0,MN,CC,-999,24,2,34007900MNCC
2003,2622.392364,34007900,0.25,0,0,MN,CC,-999,24,2,34007900MNCC
2004,2497.626395,34007900,0.75,0,0,MN,CC,-999,24,2,34007900MNCC
2005,2737.094645,34007900,0.75,0,0,MN,CC,-999,24,2,34007900MNCC
2006,2629.497596,34007900,0.583333333,0,0,MN,CC,-999,24,2,34007900MNCC
2007,2749.857883,34007900,1,0,0,MN,CC,-999,24,2,34007900MNCC
2008,2457.345658,34007900,2.583333333,0,0,MN,CC,-999,24,2,34007900MNCC
2009,2353.324312,34007900,0.166666667,0,0,MN,CC,-999,24,2,34007900MNCC
2010,2670.6536,34007900,4.916666667,0,0,MN,CC,-999,24,2,34007900MNCC
2011,2580.421449,34007900,1.5,0,0,MN,CC,-999,24,2,34007900MNCC
2012,2721.609266,34007900,0.25,0,0,MN,CC,-999,24,2,34007900MNCC
2013,2539.360815,34007900,0.166666667,0,0,MN,CC,-999,24,2,34007900MNCC
2014,2468.561023,34007900,0.083333333,0,0,MN,CC,4.449265813,24,2,34007900MNCC
2015,2754.407965,34007900,0.916666667,0,0,MN,CC,-999,24,2,34007900MNCC
2016,2888.216181,34007900,0.166666667,0,0,MN,CC,-999,24,2,34007900MNCC
2017,2635.937543,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
2018,2773.750761,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
2019,2460.132372,34007900,-999,0,0,MN,CC,-999,24,2,34007900MNCC
1980,1998.972853,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1981,2183.173139,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1982,1932.838082,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1983,2184.784264,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1984,2004.050333,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1985,1797.287892,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1986,2002.424641,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1987,2133.838466,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1988,2110.519993,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1989,2035.168757,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1990,1992.941405,39000200,-999,0,0,MN,CC,1367.708248,14,5,39000200MNCC
1991,2158.547607,39000200,-999,0,0,MN,CC,763.6661078,14,5,39000200MNCC
1992,1777.850634,39000200,-999,0,0,MN,CC,4362.254589,14,5,39000200MNCC
1993,1808.928799,39000200,-999,0,0,MN,CC,733.3556372,14,5,39000200MNCC
1994,2153.332394,39000200,-999,0,0,MN,CC,1651.33645,14,5,39000200MNCC
1995,2157.021445,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1996,2012.971591,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1997,2054.112566,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1998,2365.744569,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
1999,2037.895538,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
2000,2114.783382,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
2001,2208.178768,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
2002,2085.505202,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
2003,2108.359078,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
2004,1879.015956,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
2005,2210.936967,39000200,-999,0,0,MN,CC,-999,14,5,39000200MNCC
2006,2225.312111,39000200,14.36363636,0,0,MN,CC,-999,14,5,39000200MNCC
2007,2162.986407,39000200,12.23076923,0,0,MN,CC,-999,14,5,39000200MNCC
2008,2019.074122,39000200,15.484375,0,0,MN,CC,-999,14,5,39000200MNCC
2009,1863.464924,39000200,14.015625,0,0,MN,CC,-999,14,5,39000200MNCC
2010,2293.173568,39000200,23.50793651,0,0,MN,CC,-999,14,5,39000200MNCC
2011,2174.387656,39000200,19,0,0,MN,CC,-999,14,5,39000200MNCC
2012,2184.493835,39000200,18.1875,0,0,MN,CC,-999,14,5,39000200MNCC
2013,2228.469574,39000200,6.887096774,0,0,MN,CC,-999,14,5,39000200MNCC
2014,2043.998479,39000200,8.125,0,0,MN,CC,-999,14,5,39000200MNCC
2015,2293.193571,39000200,31.1875,0,0,MN,CC,-999,14,5,39000200MNCC
2016,2387.653183,39000200,36.640625,0,0,MN,CC,-999,14,5,39000200MNCC
2017,2165.307325,39000200,34.84375,0,0,MN,CC,-999,14,5,39000200MNCC
2018,2220.690924,39000200,13.6875,0,0,MN,CC,-999,14,5,39000200MNCC
2019,2102.748225,39000200,9.53968254,0,0,MN,CC,-999,14,5,39000200MNCC
1980,2497.159912,48000200,-999,0,0,MN,CC,-999,14,19,48000200MNCC
1981,2544.614744,48000200,-999,0,0,MN,CC,-999,14,19,48000200MNCC
1982,2462.686465,48000200,-999,0,0,MN,CC,-999,14,19,48000200MNCC
1983,2625.647096,48000200,-999,0,0,MN,CC,-999,14,19,48000200MNCC
1984,2451.75819,48000200,-999,0,0,MN,CC,-999,14,19,48000200MNCC
1985,2407.17326,48000200,-999,0,0,MN,CC,-999,14,19,48000200MNCC
1986,2505.7497,48000200,-999,0,0,MN,CC,-999,14,19,48000200MNCC
1987,2798.25948,48000200,-999,0,0,MN,CC,-999,14,19,48000200MNCC
1988,2645.669998,48000200,-999,0,0,MN,CC,-999,14,19,48000200MNCC
1989,2415.775211,48000200,-999,0,0,MN,CC,-999,14,19,48000200MNCC
1990,2538.249074,48000200,-999,0,0,MN,CC,10467.32986,14,19,48000200MNCC
1991,2610.685981,48000200,-999,0,0,MN,CC,5512.398811,14,19,48000200MNCC
1992,2279.678651,48000200,-999,0,0,MN,CC,15850.25153,14,19,48000200MNCC
1993,2186.534428,48000200,-999,0,0,MN,CC,39033.90876,14,19,48000200MNCC
1994,2509.894294,48000200,-999,0,0,MN,CC,20004.08352,14,19,48000200MNCC
1995,2480.8112,48000200,-999,0,0,MN,CC,6979.533509,14,19,48000200MNCC
1996,2268.480791,48000200,-999,0,0,MN,CC,-999,14,19,48000200MNCC
1997,2360.375068,48000200,-999,0,0,MN,CC,15322.77298,14,19,48000200MNCC
1998,2850.439279,48000200,-999,0,0,MN,CC,13015.58896,14,19,48000200MNCC
1999,2541.375807,48000200,-999,0,0,MN,CC,1281.417571,14,19,48000200MNCC
2000,2568.041984,48000200,-999,0,0,MN,CC,4907.919455,14,19,48000200MNCC
2001,2661.523611,48000200,-999,0,0,MN,CC,-999,14,19,48000200MNCC
2002,2482.546837,48000200,-999,0,0,MN,CC,205.7536942,14,19,48000200MNCC
2003,2553.893236,48000200,-999,0,0,MN,CC,670.2632887,14,19,48000200MNCC
2004,2401.114468,48000200,-999,0,0,MN,CC,76.26234352,14,19,48000200MNCC
2005,2648.159193,48000200,-999,0,0,MN,CC,95.55771082,14,19,48000200MNCC
2006,2599.404862,48000200,1.615384615,0,0,MN,CC,26.26390031,14,19,48000200MNCC
2007,2711.049518,48000200,1.134615385,0,0,MN,CC,590.4799305,14,19,48000200MNCC
2008,2353.648548,48000200,4.423076923,0,0,MN,CC,-999,14,19,48000200MNCC
2009,2304.789849,48000200,42.01923077,0,0,MN,CC,7546.459996,14,19,48000200MNCC
2010,2669.139954,48000200,17.40384615,0,0,MN,CC,-999,14,19,48000200MNCC
2011,2533.968217,48000200,6.961538462,0,0,MN,CC,291.6285181,14,19,48000200MNCC
2012,2694.019448,48000200,7.826923077,0,0,MN,CC,-999,14,19,48000200MNCC
2013,2452.927327,48000200,3.423076923,0,0,MN,CC,575.7993935,14,19,48000200MNCC
2014,2365.241331,48000200,15.67307692,0,0,MN,CC,-999,14,19,48000200MNCC
2015,2643.846065,48000200,38.94230769,0,0,MN,CC,-999,14,19,48000200MNCC
2016,2803.045047,48000200,20.84615385,0,0,MN,CC,-999,14,19,48000200MNCC
2017,2595.60946,48000200,13.05769231,0,0,MN,CC,-999,14,19,48000200MNCC
2018,2623.781501,48000200,5.692307692,0,0,MN,CC,-999,14,19,48000200MNCC
2019,2435.601633,48000200,8.076923077,0,0,MN,CC,-999,14,19,48000200MNCC
1980,2431.707017,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1981,2560.009232,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1982,2413.935248,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1983,2606.439101,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1984,2408.561053,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1985,2379.253536,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1986,2494.563528,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1987,2727.111108,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1988,2631.945659,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1989,2361.692306,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1990,2511.658594,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1991,2593.452586,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1992,2272.146767,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1993,2162.357779,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1994,2521.514386,56023800,1.133333333,0,0,MN,CC,-999,7,2,56023800MNCC
1995,2478.860993,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1996,2324.29195,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1997,2333.673002,56023800,0.466666667,0,0,MN,CC,-999,7,2,56023800MNCC
1998,2834.539772,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
1999,2530.614591,56023800,-999,0,0,MN,CC,26.23074621,7,2,56023800MNCC
2000,2555.081162,56023800,0.8,0,0,MN,CC,0,7,2,56023800MNCC
2001,2631.097535,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
2002,2454.978337,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
2003,2506.89569,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
2004,2373.37594,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
2005,2635.949338,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
2006,2584.798362,56023800,0.066666667,0,0,MN,CC,-999,7,2,56023800MNCC
2007,2674.466345,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
2008,2349.861642,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
2009,2229.481373,56023800,0.666666667,0,0,MN,CC,-999,7,2,56023800MNCC
2010,2573.846569,56023800,-999,0,0,MN,CC,-999,7,2,56023800MNCC
