year,gdd_wtr_5c,wbic,cpe,tri_harvest,stocking_weight,state,species,rec_harvest,n_cpue,n_har,stock_id
1980,2585.423821,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1981,2666.130512,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1982,2541.830138,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1983,2659.372091,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1984,2510.467961,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1985,2439.595015,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1986,2604.276414,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1987,2782.057464,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1988,2677.093,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1989,2496.816078,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1990,2572.206517,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1991,2719.845467,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1992,2373.706439,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1993,2299.376249,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1994,2666.766203,3035900,2.75,0,0,MN,NP,-999,6,2,3035900MNNP
1995,2607.596023,3035900,-999,0,0,MN,NP,1686.056184,6,2,3035900MNNP
1996,2475.464321,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1997,2519.183641,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1998,2910.754608,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1999,2609.88129,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2000,2626.518083,3035900,11.75,0,0,MN,NP,-999,6,2,3035900MNNP
2001,2707.490413,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2002,2565.156211,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2003,2655.923442,3035900,-999,0,0,MN,NP,1174.012404,6,2,3035900MNNP
2004,2431.154398,3035900,20.91666667,0,0,MN,NP,-999,6,2,3035900MNNP
2005,2750.674022,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2006,2702.444249,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2007,2798.489253,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2008,2467.297254,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2009,2359.373147,3035900,5.916666667,0,0,MN,NP,-999,6,2,3035900MNNP
2010,2692.472109,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2011,2597.737686,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2012,2651.481885,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2013,2604.834184,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2014,2482.923489,3035900,8.714285714,0,0,MN,NP,-999,6,2,3035900MNNP
2015,2724.690331,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2016,2824.503731,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2017,2647.154559,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2018,2776.179958,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
2019,2543.882714,3035900,13.66666667,0,0,MN,NP,-999,6,2,3035900MNNP
2020,2632.394876,3035900,-999,0,0,MN,NP,-999,6,2,3035900MNNP
1980,2689.727855,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1981,2725.925951,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1982,2676.919697,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1983,2764.515804,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1984,2612.704433,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1985,2621.668168,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1986,2728.08913,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1987,2915.560447,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1988,2806.501278,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1989,2634.897275,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1990,2729.898704,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1991,2804.83937,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1992,2431.742207,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1993,2370.603266,34007900,3.08,0,0,MN,NP,-999,26,8,34007900MNNP
1994,2730.945703,34007900,1.75,0,0,MN,NP,-999,26,8,34007900MNNP
1995,2641.995863,34007900,3,0,0,MN,NP,2764.362432,26,8,34007900MNNP
1996,2544.898594,34007900,3.67,0,0,MN,NP,2262.45744,26,8,34007900MNNP
1997,2624.153309,34007900,3.42,0,0,MN,NP,-999,26,8,34007900MNNP
1998,3015.203631,34007900,2.58,0,0,MN,NP,-999,26,8,34007900MNNP
1999,2719.394227,34007900,4,0,0,MN,NP,-999,26,8,34007900MNNP
2000,2718.725438,34007900,3.833333333,0,0,MN,NP,-999,26,8,34007900MNNP
2001,2767.132593,34007900,3,0,0,MN,NP,268.8420876,26,8,34007900MNNP
2002,2677.963425,34007900,2.75,0,0,MN,NP,-999,26,8,34007900MNNP
2003,2736.169498,34007900,2.916666667,0,0,MN,NP,-999,26,8,34007900MNNP
2004,2599.500115,34007900,2.166666667,0,0,MN,NP,415.2884952,26,8,34007900MNNP
2005,2892.518497,34007900,2.333333333,0,0,MN,NP,268.0815725,26,8,34007900MNNP
2006,2763.364716,34007900,1.833333333,0,0,MN,NP,-999,26,8,34007900MNNP
2007,2851.588961,34007900,1.916666667,0,0,MN,NP,536.8130397,26,8,34007900MNNP
2008,2576.918405,34007900,1.916666667,0,0,MN,NP,-999,26,8,34007900MNNP
2009,2509.258112,34007900,1.416666667,0,0,MN,NP,-999,26,8,34007900MNNP
2010,2832.058641,34007900,2.916666667,0,0,MN,NP,-999,26,8,34007900MNNP
2011,2698.952246,34007900,2.333333333,0,0,MN,NP,-999,26,8,34007900MNNP
2012,2822.72525,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
2013,2651.573391,34007900,3.083333333,0,0,MN,NP,-999,26,8,34007900MNNP
2014,2567.297093,34007900,3.166666667,0,0,MN,NP,1273.217798,26,8,34007900MNNP
2015,2863.14616,34007900,1.5,0,0,MN,NP,1632.485548,26,8,34007900MNNP
2016,2978.1206,34007900,2.333333333,0,0,MN,NP,-999,26,8,34007900MNNP
2017,2748.520605,34007900,4.083333333,0,0,MN,NP,-999,26,8,34007900MNNP
2018,2858.244668,34007900,3.416666667,0,0,MN,NP,-999,26,8,34007900MNNP
2019,2591.571509,34007900,5,0,0,MN,NP,-999,26,8,34007900MNNP
2020,2673.722559,34007900,-999,0,0,MN,NP,-999,26,8,34007900MNNP
1980,2954.996566,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1981,2968.39676,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1982,2937.929316,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1983,3047.254434,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1984,2889.372557,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1985,2879.334693,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1986,3023.442757,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1987,3158.764922,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1988,3008.545878,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1989,2848.012437,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1990,3004.968116,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1991,3032.984056,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1992,2670.254586,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1993,2623.34265,10005900,0.69,0,0,MN,NP,2046.677444,10,4,10005900MNNP
1994,2982.657519,10005900,-999,0,0,MN,NP,422.4388546,10,4,10005900MNNP
1995,2909.145268,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1996,2760.457188,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1997,2864.240032,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1998,3284.949468,10005900,1.2,0,0,MN,NP,-999,10,4,10005900MNNP
1999,2962.271058,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
2000,3017.830818,10005900,2.111111111,0,0,MN,NP,1938.541492,10,4,10005900MNNP
2001,3008.932414,10005900,-999,0,0,MN,NP,163.3593027,10,4,10005900MNNP
2002,2942.855386,10005900,0.375,0,0,MN,NP,-999,10,4,10005900MNNP
2003,2992.548468,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
2004,2901.72104,10005900,0.5,0,0,MN,NP,-999,10,4,10005900MNNP
2005,3182.166531,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
2006,2999.547088,10005900,0.0625,0,0,MN,NP,-999,10,4,10005900MNNP
2007,3120.499791,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
2008,2810.251614,10005900,0.5,0,0,MN,NP,-999,10,4,10005900MNNP
2009,2722.429327,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
2010,3119.587605,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
2011,2964.712973,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
2012,3103.261218,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
2013,2856.088707,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
2014,2779.600663,10005900,0.8125,0,0,MN,NP,-999,10,4,10005900MNNP
2015,3054.050091,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
2016,3252.164936,10005900,0.7,0,0,MN,NP,-999,10,4,10005900MNNP
2017,3035.007246,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
2018,3073.99884,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
2019,2881.469713,10005900,2.416666667,0,0,MN,NP,-999,10,4,10005900MNNP
2020,2928.730788,10005900,-999,0,0,MN,NP,-999,10,4,10005900MNNP
1980,2592.165318,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1981,2595.594783,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1982,2567.964748,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1983,2660.654457,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1984,2515.475224,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1985,2472.147935,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1986,2638.373337,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1987,2796.928543,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1988,2698.412986,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1989,2511.672233,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1990,2575.831466,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1991,2678.088984,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1992,2328.741724,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1993,2269.853,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1994,2611.629648,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1995,2572.357577,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1996,2446.19926,18037300,1.75,0,0,MN,NP,-999,5,2,18037300MNNP
1997,2496.940688,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1998,2907.250733,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1999,2612.562153,18037300,-999,0,0,MN,NP,244.5595765,5,2,18037300MNNP
2000,2609.263762,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2001,2699.184695,18037300,4.2,0,0,MN,NP,-999,5,2,18037300MNNP
2002,2594.112478,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2003,2674.051781,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2004,2437.187323,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2005,2780.256583,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2006,2703.50888,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2007,2763.395614,18037300,3.666666667,0,0,MN,NP,-999,5,2,18037300MNNP
2008,2444.781237,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2009,2394.476524,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2010,2735.336266,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2011,2611.625983,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2012,2706.141989,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2013,2548.168051,18037300,13.33333333,0,0,MN,NP,127.4214882,5,2,18037300MNNP
2014,2484.645935,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2015,2737.879527,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2016,2829.412163,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2017,2694.169362,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2018,2781.837053,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
2019,2533.395963,18037300,5.933333333,0,0,MN,NP,-999,5,2,18037300MNNP
2020,2605.478009,18037300,-999,0,0,MN,NP,-999,5,2,18037300MNNP
1980,2396.763823,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1981,2442.461465,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1982,2360.114064,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1983,2455.239242,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1984,2336.598327,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1985,2230.501089,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1986,2418.676225,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1987,2602.871875,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1988,2504.092721,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1989,2303.267135,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1990,2407.366577,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1991,2519.295434,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1992,2151.432848,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1993,2098.156575,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1994,2461.669211,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1995,2416.245038,15001600,11,0,0,MN,NP,-999,4,4,15001600MNNP
1996,2288.637554,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1997,2323.821489,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1998,2702.403294,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1999,2378.216157,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2000,2424.001728,15001600,7.916666667,0,0,MN,NP,-999,4,4,15001600MNNP
2001,2518.811959,15001600,-999,0,0,MN,NP,4564.715935,4,4,15001600MNNP
2002,2363.951807,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2003,2471.168661,15001600,-999,0,0,MN,NP,2101.975226,4,4,15001600MNNP
2004,2192.611594,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2005,2517.269263,15001600,8.666666667,0,0,MN,NP,-999,4,4,15001600MNNP
2006,2516.467747,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2007,2603.573598,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2008,2230.790886,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2009,2155.931147,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2010,2512.205567,15001600,4.166666667,0,0,MN,NP,-999,4,4,15001600MNNP
2011,2419.656122,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2012,2459.699836,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2013,2425.458669,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2014,2291.768184,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2015,2536.863663,15001600,-999,0,0,MN,NP,808.9296382,4,4,15001600MNNP
2016,2624.660446,15001600,-999,0,0,MN,NP,726.3433665,4,4,15001600MNNP
2017,2455.112065,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2018,2618.266548,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2019,2388.524566,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
2020,2458.646264,15001600,-999,0,0,MN,NP,-999,4,4,15001600MNNP
1980,2965.349069,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1981,2979.330312,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1982,2936.193466,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1983,3044.207255,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1984,2868.873386,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1985,2879.932532,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1986,3038.462624,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1987,3140.256039,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1988,2994.06271,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1989,2854.569403,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1990,2979.307245,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1991,3039.041297,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1992,2675.987594,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1993,2647.424403,66003900,1.67,0,0,MN,NP,64.40302866,6,3,66003900MNNP
1994,2978.737093,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1995,2919.019025,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1996,2750.508584,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1997,2847.636195,66003900,3.11,0,0,MN,NP,-999,6,3,66003900MNNP
1998,3308.056097,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1999,2952.014954,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
2000,3021.205738,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
2001,3009.880802,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
2002,2930.668804,66003900,3.375,0,0,MN,NP,-999,6,3,66003900MNNP
2003,2980.007311,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
2004,2908.184254,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
2005,3169.798971,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
2006,2983.467736,66003900,-999,0,0.27,MN,NP,-999,6,3,66003900MNNP
2007,3152.769939,66003900,10.75,0,0.135,MN,NP,-999,6,3,66003900MNNP
2008,2860.279896,66003900,-999,0,0.225,MN,NP,-999,6,3,66003900MNNP
2009,2724.983264,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
2010,3153.908637,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
2011,2966.641509,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
2012,3141.863008,66003900,-999,0,0.09,MN,NP,-999,6,3,66003900MNNP
2013,2848.356955,66003900,-999,0,0.135,MN,NP,-999,6,3,66003900MNNP
2014,2813.286728,66003900,-999,0,0.135,MN,NP,-999,6,3,66003900MNNP
2015,3078.897991,66003900,-999,0,0.18,MN,NP,5773.091482,6,3,66003900MNNP
2016,3262.257475,66003900,8.444444444,0,0.18,MN,NP,397.3915075,6,3,66003900MNNP
2017,3038.885785,66003900,-999,0,0.18,MN,NP,-999,6,3,66003900MNNP
2018,3063.398026,66003900,-999,0,0.405,MN,NP,-999,6,3,66003900MNNP
2019,2926.665449,66003900,4.444444444,0,0.225,MN,NP,-999,6,3,66003900MNNP
2020,2902.327433,66003900,-999,0,0,MN,NP,-999,6,3,66003900MNNP
1980,2260.796897,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1981,2333.605503,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1982,2218.105084,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1983,2422.33848,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1984,2235.91876,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1985,2096.544644,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1986,2193.064541,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1987,2394.369581,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1988,2415.389494,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1989,2252.292018,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1990,2220.12945,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1991,2302.626796,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1992,2033.201609,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1993,1952.595511,16036000,-999,0,0,MN,NP,182.2177645,8,5,16036000MNNP
1994,2319.842596,16036000,-999,0,0,MN,NP,232.2087865,8,5,16036000MNNP
1995,2269.058731,16036000,0.78,0,0,MN,NP,-999,8,5,16036000MNNP
1996,2192.902752,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1997,2176.713196,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1998,2512.366926,16036000,0.22,0,0,MN,NP,-999,8,5,16036000MNNP
1999,2310.750534,16036000,-999,0,0,MN,NP,203.9751095,8,5,16036000MNNP
2000,2220.919209,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2001,2382.256027,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2002,2268.43382,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2003,2470.518296,16036000,2.111111111,0,0,MN,NP,28.87032319,8,5,16036000MNNP
2004,2141.396042,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2005,2572.038443,16036000,1.666666667,0,0,MN,NP,348.3131798,8,5,16036000MNNP
2006,2604.633888,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2007,2560.690058,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2008,2264.212134,16036000,1.888888889,0,0,MN,NP,-999,8,5,16036000MNNP
2009,2092.715786,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2010,2534.093163,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2011,2391.913045,16036000,1.777777778,0,0,MN,NP,-999,8,5,16036000MNNP
2012,2555.276873,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2013,2361.873317,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2014,2204.997051,16036000,1.444444444,0,0,MN,NP,-999,8,5,16036000MNNP
2015,2514.181143,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2016,2626.572493,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2017,2395.491036,16036000,0.666666667,0,0,MN,NP,-999,8,5,16036000MNNP
2018,2508.401271,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2019,2212.219564,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
2020,2400.748797,16036000,-999,0,0,MN,NP,-999,8,5,16036000MNNP
1980,2916.182873,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1981,2923.284973,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1982,2905.224792,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1983,3020.879555,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1984,2850.192427,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1985,2841.628443,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1986,2972.442684,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1987,3112.501699,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1988,2966.127438,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1989,2836.824079,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1990,2946.081426,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1991,2988.611744,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1992,2635.196579,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1993,2606.929731,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1994,2959.333913,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1995,2877.723898,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1996,2711.689194,27003100,5.67,0,0,MN,NP,-999,7,2,27003100MNNP
1997,2810.433856,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1998,3261.221671,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1999,2948.072202,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2000,2978.801976,27003100,3,0,0,MN,NP,-999,7,2,27003100MNNP
2001,3034.356191,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2002,2915.577624,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2003,2940.849933,27003100,3.444444444,0,0,MN,NP,-999,7,2,27003100MNNP
2004,2847.224611,27003100,-999,0,0,MN,NP,0,7,2,27003100MNNP
2005,3149.855968,27003100,2.555555556,0,0,MN,NP,400.540238,7,2,27003100MNNP
2006,2975.282245,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2007,3094.581373,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2008,2797.769486,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2009,2724.737635,27003100,2.222222222,0,0,MN,NP,-999,7,2,27003100MNNP
2010,3114.663388,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2011,2914.71273,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2012,3103.841546,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2013,2836.417204,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2014,2767.579848,27003100,5.666666667,0,0,MN,NP,-999,7,2,27003100MNNP
2015,3072.040907,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2016,3230.789723,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2017,3012.789212,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2018,3049.90634,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
2019,2839.055657,27003100,20.125,0,0,MN,NP,-999,7,2,27003100MNNP
2020,2878.53554,27003100,-999,0,0,MN,NP,-999,7,2,27003100MNNP
1980,2320.615034,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
1981,2398.299326,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
1982,2322.533811,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
1983,2477.827333,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
1984,2301.884158,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
1985,2179.388799,69061700,-999,0,0,MN,NP,-999,7,8,69061700MNNP
